type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
tenement,81.0,4.0,3.0,4.0,1935.0,53.4466,14.543,2.84,11.0,0.257,0.898,0.042,0.16,0.221,0.941,0.108,condominium,yes,no,no,no,yes,699000
apartmentBuilding,38.53,2.0,1.0,4.0,2020.0,53.418611,14.549722,0.92,11.0,0.371,0.319,0.225,0.63,0.323,1.208,0.359,condominium,no,yes,yes,no,no,580000
blockOfFlats,37.8,2.0,4.0,11.0,1978.0,53.447465,14.544262,2.9,12.0,0.185,0.913,0.145,0.238,0.342,1.062,0.21,condominium,no,no,yes,no,yes,399000
blockOfFlats,38.64,2.0,4.0,10.0,1970.0,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,cooperative,no,no,yes,no,yes,350000
blockOfFlats,88.0,3.0,3.0,3.0,1997.0,53.4355425,14.4998384,4.27,3.0,0.375,0.856,0.774,0.456,0.795,2.07,0.792,cooperative,no,no,no,no,no,820000
blockOfFlats,56.91,2.0,3.0,4.0,2020.0,53.4293,14.4794,5.44,2.0,1.029,1.062,0.544,0.975,0.878,3.534,0.164,cooperative,no,yes,no,no,yes,529000
blockOfFlats,35.02,2.0,5.0,5.0,2015.0,53.4259318,14.5561425,0.43,76.0,0.127,0.509,0.37,0.114,0.07,0.527,0.17,condominium,no,no,yes,no,no,449000
apartmentBuilding,86.8,4.0,4.0,5.0,2009.0,53.44372,14.56076,2.26,10.0,0.146,0.606,0.786,0.201,0.377,1.524,0.157,condominium,no,no,yes,no,no,1030000
tenement,74.6,3.0,3.0,3.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,no,yes,no,no,yes,629000
blockOfFlats,47.0,2.0,4.0,10.0,1980.0,53.433178,14.5115598,3.45,17.0,0.134,1.073,0.238,0.214,0.26,1.373,0.096,cooperative,no,no,yes,no,no,394000
tenement,74.9,4.0,4.0,4.0,1930.0,53.4273184,14.543117,1.26,61.0,0.216,0.379,0.26,0.401,0.11,0.233,0.071,condominium,yes,no,no,no,yes,369000
blockOfFlats,69.5,3.0,4.0,5.0,2004.0,53.448635,14.57168,2.89,5.0,0.298,0.78,0.574,0.29,0.305,1.625,0.114,condominium,yes,yes,no,no,no,589000
blockOfFlats,63.14,3.0,1.0,6.0,2018.0,53.4187193,14.5445331,1.21,9.0,0.233,0.479,0.55,0.592,0.366,0.866,0.335,condominium,no,yes,yes,no,no,639000
blockOfFlats,52.96,2.0,3.0,4.0,1980.0,53.3937676,14.4901395,5.74,2.0,2.107,3.074,0.462,2.103,0.461,3.994,0.7,cooperative,no,yes,no,no,yes,485000
blockOfFlats,55.19,2.0,1.0,2.0,2013.0,53.4820871,14.5425915,6.64,2.0,1.768,2.782,1.393,0.943,0.172,3.208,0.041,condominium,yes,yes,no,no,no,629000
blockOfFlats,47.2,2.0,5.0,12.0,1979.0,53.449854,14.5582909,2.95,9.0,0.166,0.53,0.49,0.148,0.459,1.868,0.354,cooperative,no,yes,yes,no,yes,525000
tenement,107.91,4.0,3.0,4.0,1928.0,53.42927683,14.53962806,1.56,61.0,0.072,0.638,0.197,0.11,0.017,0.256,0.21,cooperative,no,yes,no,no,yes,765000
blockOfFlats,47.55,3.0,7.0,10.0,1970.0,53.4350808,14.5587064,1.31,21.0,0.191,0.232,0.325,0.244,0.226,0.667,0.173,cooperative,no,yes,yes,no,yes,495000
tenement,48.31,2.0,3.0,3.0,1940.0,53.4459302,14.5398173,2.87,10.0,0.389,0.785,0.196,0.294,0.024,0.722,0.133,condominium,no,yes,no,no,no,449000
tenement,38.48,2.0,1.0,3.0,1930.0,53.4441,14.50464,4.38,9.0,0.431,0.226,0.231,0.305,0.239,1.742,0.226,condominium,no,no,no,no,no,489000
blockOfFlats,57.2,3.0,8.0,11.0,1970.0,53.39694444,14.52416667,3.82,6.0,0.246,1.306,0.166,0.179,0.15,2.593,0.177,cooperative,no,yes,yes,no,yes,495000
apartmentBuilding,67.55,3.0,1.0,4.0,2021.0,53.3922819,14.4847307,6.12,0.0,1.82,3.466,0.836,1.761,0.707,4.363,0.755,condominium,yes,yes,yes,no,no,820000
blockOfFlats,75.0,3.0,3.0,4.0,1990.0,53.491111,14.584167,7.68,1.0,1.579,0.727,0.524,0.616,0.53,3.184,0.356,condominium,yes,yes,no,no,yes,649000
tenement,53.46,3.0,2.0,3.0,1935.0,53.4377671,14.57533343,1.86,11.0,0.278,1.363,0.168,0.46,0.37,1.303,0.083,condominium,yes,yes,no,no,yes,429999
blockOfFlats,51.0,2.0,2.0,2.0,2014.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,yes,yes,no,no,no,519000
blockOfFlats,87.2,4.0,2.0,2.0,2016.0,53.4806466,14.5423867,6.48,2.0,1.608,2.815,1.244,0.802,0.333,3.113,0.13,condominium,yes,yes,no,no,no,989000
blockOfFlats,44.78,2.0,3.0,4.0,1997.0,53.4420743,14.4916794,5.04,6.0,0.603,0.958,0.145,0.264,0.171,2.589,0.134,cooperative,no,yes,no,no,no,439000
blockOfFlats,38.6,2.0,1.0,4.0,1980.0,53.4225062,14.5197328,2.73,5.0,0.15,0.742,0.898,0.837,0.663,0.841,0.201,cooperative,no,yes,no,no,yes,379000
tenement,65.64,3.0,2.0,3.0,1960.0,53.46075645,14.59119357,4.61,1.0,0.633,0.717,0.3,1.014,0.74,0.87,0.695,condominium,no,yes,no,no,yes,359000
tenement,68.78,3.0,3.0,3.0,1930.0,53.4313693,14.54084859,1.6,72.0,0.173,0.621,0.223,0.147,0.007,0.28,0.071,condominium,yes,no,no,no,yes,630000
blockOfFlats,45.89,2.0,2.0,4.0,1971.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,cooperative,no,yes,no,no,yes,405000
tenement,60.92,3.0,4.0,5.0,1909.0,53.43287621,14.54375267,1.55,80.0,0.378,0.471,0.327,0.319,0.04,0.341,0.186,condominium,no,no,yes,no,no,544000
blockOfFlats,74.7,4.0,3.0,3.0,2004.0,53.4610732,14.5421303,4.37,3.0,0.607,0.935,0.449,0.577,0.021,2.218,0.139,condominium,yes,yes,no,no,no,699000
tenement,58.76,2.0,3.0,3.0,1930.0,53.43287621,14.54375267,1.55,80.0,0.378,0.471,0.327,0.319,0.04,0.341,0.186,condominium,no,no,no,no,yes,439000
tenement,65.09,3.0,3.0,3.0,1872.0,53.43157,14.61499,3.69,0.0,2.73,3.98,2.873,3.1,2.798,3.542,2.672,condominium,yes,no,no,no,yes,340000
blockOfFlats,59.86,4.0,2.0,2.0,2005.0,53.4544498,14.47538608,6.64,4.0,0.422,2.446,0.74,0.889,0.074,3.908,0.061,condominium,yes,yes,no,no,no,595000
blockOfFlats,31.0,1.0,2.0,5.0,2023.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,no,no,yes,no,no,440000
blockOfFlats,43.0,2.0,4.0,4.0,1968.0,53.4486065,14.5718998,2.9,5.0,0.313,0.792,0.588,0.305,0.29,1.624,0.099,condominium,no,yes,no,no,no,456000
blockOfFlats,113.0,5.0,1.0,1.0,1940.0,53.4369384,14.5124057,3.55,5.0,0.528,0.724,0.43,0.122,0.554,1.227,0.434,condominium,yes,no,no,no,yes,870000
blockOfFlats,63.1,4.0,1.0,4.0,1977.0,53.4537377,14.4973373,5.4,14.0,0.206,1.402,0.236,0.248,0.333,2.553,0.203,condominium,no,yes,no,no,yes,660000
blockOfFlats,56.0,2.0,2.0,4.0,2007.0,53.4585,14.5439,4.06,3.0,0.562,0.837,0.659,0.468,0.327,2.0,0.445,condominium,no,yes,yes,yes,no,720000
apartmentBuilding,40.0,2.0,4.0,5.0,2024.0,53.4196764,14.5600333,0.42,21.0,0.504,0.688,0.382,0.568,0.386,1.081,0.162,condominium,yes,yes,yes,no,yes,476000
apartmentBuilding,72.33,3.0,5.0,6.0,2015.0,53.4278,14.5537,0.69,58.0,0.251,0.324,0.248,0.152,0.008,0.555,0.09,condominium,yes,yes,yes,yes,no,1100000
blockOfFlats,48.0,2.0,1.0,5.0,1970.0,53.40198367,14.52083581,3.57,8.0,0.371,0.908,0.544,0.069,0.07,2.109,0.085,condominium,no,no,yes,no,no,435500
blockOfFlats,66.0,3.0,1.0,4.0,1960.0,53.4438433,14.5055732,4.32,9.0,0.467,0.179,0.226,0.28,0.274,1.677,0.249,condominium,no,no,no,no,yes,619000
blockOfFlats,36.5,2.0,8.0,11.0,1970.0,53.4482921,14.5374909,3.18,11.0,0.134,0.764,0.369,0.458,0.328,0.801,0.314,cooperative,no,yes,yes,no,yes,364000
blockOfFlats,88.22,3.0,1.0,3.0,2000.0,53.4490931,14.5168436,4.09,0.0,0.509,1.039,0.998,0.676,0.661,1.192,0.668,condominium,yes,yes,no,no,no,950000
apartmentBuilding,29.0,1.0,2.0,8.0,2021.0,53.406153,14.5364872,2.51,2.0,0.405,0.507,0.548,0.738,0.529,1.555,0.499,condominium,no,yes,yes,no,no,400000
blockOfFlats,69.0,3.0,4.0,4.0,1986.0,53.4598806,14.5278357,4.61,2.0,0.122,0.678,0.637,0.494,0.65,1.964,0.7,condominium,yes,yes,no,no,yes,620000
blockOfFlats,41.2,2.0,1.0,3.0,1910.0,53.445974,14.503241,4.57,10.0,0.23,0.454,0.437,0.337,0.375,1.868,0.392,condominium,no,no,no,no,yes,410000
blockOfFlats,64.0,3.0,4.0,4.0,1990.0,53.4438433,14.5055732,4.32,9.0,0.467,0.179,0.226,0.28,0.274,1.677,0.249,cooperative,no,yes,no,no,yes,690000
blockOfFlats,51.21,2.0,1.0,5.0,2011.0,53.4305,14.5412,1.53,74.0,0.228,0.6,0.141,0.108,0.039,0.195,0.122,condominium,yes,yes,yes,no,no,579000
blockOfFlats,54.0,2.0,4.0,4.0,1990.0,53.4270814,14.495669,4.35,3.0,0.716,0.389,0.653,0.225,0.375,2.514,0.52,condominium,no,yes,no,no,yes,549000
blockOfFlats,35.6,2.0,1.0,10.0,1969.0,53.4376498,14.573637,1.79,14.0,0.17,1.251,0.055,0.41,0.258,1.217,0.187,condominium,no,yes,yes,no,yes,345000
blockOfFlats,63.4,3.0,3.0,3.0,2019.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,yes,yes,no,no,no,790000
blockOfFlats,96.0,4.0,2.0,2.0,1990.0,53.4421356,14.4847888,5.46,7.0,0.902,1.414,0.348,0.322,0.099,3.045,0.352,condominium,yes,no,no,no,no,650000
blockOfFlats,90.1,4.0,4.0,4.0,1998.0,53.4245918,14.4830162,5.17,5.0,0.485,0.65,0.212,0.693,0.32,3.263,0.009,cooperative,yes,yes,no,no,yes,799000
blockOfFlats,52.51,4.0,6.0,7.0,1967.0,53.424685,14.5512849,0.66,49.0,0.208,0.229,0.115,0.076,0.12,0.736,0.029,condominium,yes,no,yes,no,no,538000
blockOfFlats,76.21,4.0,1.0,1.0,1960.0,53.46442294,14.57232149,4.62,10.0,0.13,1.299,0.87,0.3,1.235,0.45,0.871,condominium,yes,no,no,no,yes,650000
blockOfFlats,71.48,4.0,3.0,3.0,1979.0,53.42632,14.53144,1.98,20.0,0.21,0.429,0.107,0.697,0.087,0.721,0.048,condominium,no,no,no,no,no,399000
apartmentBuilding,48.0,2.0,5.0,5.0,2021.0,53.424211,14.559731,0.12,57.0,0.116,0.707,0.447,0.107,0.022,0.585,0.434,condominium,no,no,yes,no,no,689000
blockOfFlats,115.0,4.0,5.0,6.0,1995.0,53.445816,14.549937,2.6,14.0,0.413,0.566,0.388,0.387,0.124,1.189,0.052,condominium,no,no,no,no,yes,988000
tenement,110.0,4.0,1.0,3.0,1933.0,53.4324083,14.536559,1.9,49.0,0.103,0.428,0.163,0.313,0.134,0.363,0.288,condominium,no,yes,no,no,no,699000
tenement,70.48,3.0,3.0,4.0,1930.0,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,condominium,no,yes,no,no,yes,585000
tenement,72.21,3.0,4.0,4.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,yes,no,no,no,yes,599000
blockOfFlats,45.5,2.0,2.0,4.0,1987.0,53.4564804,14.5362301,4.03,10.0,0.086,0.294,0.105,0.296,0.025,1.617,0.167,cooperative,no,yes,no,no,yes,509000
apartmentBuilding,29.0,1.0,3.0,7.0,2021.0,53.404182,14.4919196,5.05,1.0,1.022,2.209,0.501,1.361,0.428,3.154,0.549,condominium,no,yes,yes,no,no,392370
apartmentBuilding,28.74,1.0,3.0,3.0,2021.0,53.404182,14.4919196,5.05,1.0,1.022,2.209,0.501,1.361,0.428,3.154,0.549,condominium,no,yes,yes,no,no,392370
blockOfFlats,54.0,3.0,3.0,3.0,2016.0,53.3957668,14.49323273,5.44,2.0,1.832,2.784,0.16,1.985,0.175,3.692,0.562,condominium,no,yes,no,no,no,749000
tenement,114.08,5.0,2.0,4.0,1930.0,53.4133,14.5771,1.55,0.0,1.733,2.007,1.717,1.734,0.801,2.057,1.286,condominium,no,no,no,no,yes,799000
tenement,62.71,2.0,2.0,3.0,1930.0,53.4308358,14.54782731,1.2,81.0,0.344,0.367,0.296,0.319,0.035,0.328,0.137,condominium,no,no,no,no,yes,379000
tenement,46.8,2.0,4.0,4.0,1910.0,53.4264,14.5315,1.98,20.0,0.206,0.438,0.101,0.689,0.077,0.73,0.053,condominium,yes,no,no,no,yes,399000
tenement,58.0,3.0,2.0,2.0,1930.0,53.4355193,14.5026346,4.09,3.0,0.241,0.785,0.661,0.484,0.798,1.886,0.707,cooperative,no,no,no,no,yes,549000
blockOfFlats,31.4,1.0,1.0,4.0,2000.0,53.4417959,14.495042,4.82,7.0,0.397,0.736,0.346,0.17,0.363,2.367,0.339,cooperative,no,yes,no,no,no,450000
blockOfFlats,72.3,4.0,2.0,2.0,1930.0,53.42112891,14.49717235,4.23,13.0,0.315,0.435,0.228,0.561,0.156,2.286,0.157,condominium,no,yes,no,no,yes,630000
blockOfFlats,64.0,3.0,3.0,5.0,1992.0,53.4261585,14.5468159,0.99,53.0,0.393,0.113,0.164,0.219,0.111,0.423,0.094,cooperative,yes,no,yes,no,no,570000
apartmentBuilding,78.4,3.0,2.0,4.0,2009.0,53.4261585,14.5468159,0.99,53.0,0.393,0.113,0.164,0.219,0.111,0.423,0.094,condominium,no,no,yes,no,yes,1200000
blockOfFlats,43.57,2.0,1.0,2.0,1960.0,53.4489447,14.5718431,2.93,5.0,0.301,0.764,0.563,0.301,0.307,1.589,0.122,condominium,no,yes,no,no,yes,419000
apartmentBuilding,45.0,2.0,2.0,5.0,2000.0,53.438362,14.5562786,1.69,25.0,0.218,0.358,0.121,0.102,0.162,1.018,0.02,cooperative,no,yes,yes,no,no,498000
tenement,99.8,4.0,2.0,4.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,no,no,no,no,yes,699000
blockOfFlats,99.8,4.0,2.0,4.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,no,no,no,no,yes,699000
tenement,88.5,3.0,2.0,3.0,1938.0,53.4240766,14.5416823,1.28,26.0,0.154,0.491,0.249,0.376,0.23,0.604,0.282,condominium,no,no,no,no,yes,610000
apartmentBuilding,69.5,3.0,3.0,7.0,2017.0,53.45786632,14.54201437,4.03,5.0,0.419,0.694,0.516,0.435,0.378,1.884,0.495,condominium,yes,yes,yes,no,no,799999
tenement,76.23,3.0,2.0,3.0,1960.0,53.4245655,14.5389757,1.46,29.0,0.087,0.582,0.258,0.557,0.213,0.616,0.236,cooperative,no,no,no,no,no,575000
blockOfFlats,64.1,3.0,2.0,3.0,1999.0,53.4563204,14.5821545,3.92,7.0,0.082,1.277,0.854,0.888,0.133,0.749,0.27,condominium,yes,yes,no,no,yes,570000
tenement,45.53,3.0,1.0,4.0,1914.0,53.42642595,14.5332658,1.87,23.0,0.09,0.466,0.187,0.6,0.003,0.741,0.169,condominium,no,no,no,no,yes,539000
tenement,73.43,3.0,2.0,4.0,1935.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,yes,no,no,no,yes,599000
blockOfFlats,31.4,1.0,1.0,4.0,2000.0,53.4438433,14.5055732,4.32,9.0,0.467,0.179,0.226,0.28,0.274,1.677,0.249,cooperative,no,yes,no,no,yes,450000
tenement,80.43,3.0,3.0,3.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,no,no,no,no,no,460000
blockOfFlats,150.0,5.0,4.0,5.0,1992.0,53.4293251,14.5521544,0.88,66.0,0.254,0.293,0.329,0.161,0.061,0.574,0.123,condominium,yes,no,no,no,yes,940000
blockOfFlats,52.92,2.0,4.0,4.0,1987.0,53.4253099,14.481843,5.25,4.0,0.595,0.738,0.241,0.762,0.418,3.353,0.118,condominium,no,yes,no,no,yes,469000
tenement,65.09,3.0,3.0,4.0,1930.0,53.48374536,14.61031437,7.46,0.0,1.012,1.716,1.243,1.204,1.222,3.151,1.752,condominium,yes,no,no,no,yes,349000
tenement,109.43,4.0,3.0,4.0,1920.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,no,yes,no,no,yes,550000
tenement,97.0,4.0,1.0,3.0,1910.0,53.4330642,14.5472867,1.41,75.0,0.171,0.276,0.097,0.36,0.079,0.478,0.133,condominium,no,no,no,no,yes,620000
tenement,65.56,2.0,1.0,4.0,1930.0,53.4372555,14.56494356,1.56,17.0,0.297,0.684,0.523,0.118,0.145,0.906,0.197,condominium,no,no,no,no,yes,666000
blockOfFlats,58.02,3.0,3.0,3.0,2012.0,53.4651155,14.5404132,4.83,9.0,0.146,1.263,0.016,0.169,0.281,2.533,0.326,condominium,no,yes,no,no,no,679000
tenement,68.11,3.0,3.0,3.0,1930.0,53.4303746,14.5423965,1.45,76.0,0.251,0.527,0.073,0.184,0.025,0.13,0.124,condominium,no,no,no,no,no,487500
tenement,58.0,3.0,3.0,3.0,1960.0,53.4453,14.5802,2.75,1.0,0.608,1.447,0.988,0.779,0.391,1.936,0.564,condominium,no,yes,no,no,no,599000
blockOfFlats,58.02,3.0,3.0,3.0,2012.0,53.46699501,14.53524685,5.14,7.0,0.288,1.382,0.037,0.46,0.134,2.761,0.492,condominium,yes,yes,no,no,no,679000
blockOfFlats,46.03,2.0,3.0,4.0,1980.0,53.45020397,14.56916943,3.03,8.0,0.148,0.539,0.337,0.177,0.334,1.518,0.346,condominium,no,no,no,no,yes,489000
blockOfFlats,63.56,4.0,4.0,4.0,1976.0,53.4007948,14.532096,3.16,1.0,0.315,0.842,0.516,0.5,0.573,2.117,0.506,cooperative,no,yes,no,no,no,540000
tenement,75.0,4.0,2.0,3.0,1940.0,53.4373684,14.5688315,1.64,15.0,0.153,0.934,0.265,0.215,0.063,1.01,0.061,condominium,no,no,no,no,no,450000
blockOfFlats,84.53,4.0,3.0,5.0,2018.0,53.43317534,14.48498011,5.15,1.0,1.218,1.14,0.808,0.702,0.924,3.081,0.442,condominium,yes,no,yes,no,no,1150000
blockOfFlats,47.2,2.0,8.0,10.0,1985.0,53.45348989,14.55354767,3.38,10.0,0.397,0.64,0.376,0.363,0.176,1.94,0.243,cooperative,no,yes,yes,no,yes,465000
apartmentBuilding,74.41,3.0,1.0,2.0,2017.0,53.48527652,14.58560943,7.07,2.0,1.691,0.111,0.802,0.85,0.764,2.556,0.301,condominium,yes,yes,no,no,no,749000
tenement,97.0,4.0,1.0,3.0,1900.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,no,no,no,no,yes,620000
blockOfFlats,49.42,2.0,5.0,8.0,2019.0,53.4580702,14.5429308,4.04,5.0,0.483,0.757,0.581,0.435,0.358,1.929,0.477,condominium,no,yes,yes,no,no,599999
tenement,70.95,3.0,2.0,4.0,1889.0,53.4314192,14.5342442,1.98,36.0,0.158,0.554,0.233,0.379,0.143,0.547,0.184,condominium,no,yes,no,no,no,449000
blockOfFlats,39.0,2.0,4.0,4.0,2020.0,53.3923274,14.48403168,6.16,0.0,1.805,3.504,0.87,1.741,0.698,4.393,0.746,condominium,no,no,yes,no,no,569000
blockOfFlats,54.39,2.0,1.0,3.0,1970.0,53.44025432,14.52685261,2.94,12.0,0.284,0.474,0.922,0.569,0.254,0.345,0.26,cooperative,no,no,no,no,yes,499000
tenement,79.47,3.0,1.0,4.0,1936.0,53.431159,14.536018,1.86,46.0,0.054,0.567,0.269,0.259,0.194,0.497,0.182,condominium,yes,yes,no,no,yes,489000
tenement,65.09,3.0,3.0,3.0,1873.0,53.48183195,14.60919681,7.24,0.0,1.215,1.621,1.464,0.98,0.996,2.945,1.752,condominium,yes,no,no,no,no,349000
tenement,52.0,2.0,2.0,3.0,1930.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,no,yes,no,no,yes,450000
blockOfFlats,66.2,3.0,3.0,3.0,2005.0,53.3946899,14.5239117,4.03,5.0,0.496,1.552,0.397,0.388,0.4,2.842,0.409,condominium,yes,yes,yes,no,no,699000
tenement,114.37,4.0,1.0,3.0,1900.0,53.4340626,14.5432423,1.67,73.0,0.327,0.422,0.361,0.194,0.054,0.238,0.224,condominium,yes,yes,no,no,yes,649000
tenement,98.26,4.0,3.0,4.0,1940.0,53.44005,14.528825,2.82,13.0,0.17,0.342,0.834,0.443,0.267,0.282,0.278,condominium,no,no,no,no,yes,725000
tenement,46.15,2.0,1.0,3.0,1960.0,53.4205904,14.5472281,0.96,20.0,0.165,0.214,0.38,0.403,0.269,1.011,0.24,condominium,no,no,no,no,yes,429000
tenement,80.0,4.0,4.0,4.0,1936.0,53.431159,14.536018,1.86,46.0,0.054,0.567,0.269,0.259,0.194,0.497,0.182,condominium,yes,yes,no,no,yes,640000
tenement,76.64,4.0,4.0,4.0,1907.0,53.427881,14.5340819,1.85,25.0,0.182,0.637,0.204,0.453,0.135,0.646,0.023,condominium,yes,yes,no,no,yes,650000
blockOfFlats,70.3,3.0,9.0,11.0,1988.0,53.428611,14.5025,3.92,6.0,0.328,0.821,0.44,0.497,0.11,2.131,0.449,cooperative,no,yes,yes,no,no,649000
blockOfFlats,91.0,4.0,2.0,4.0,1932.0,53.465463,14.5932507,5.14,7.0,0.183,0.23,0.329,1.119,0.343,1.027,0.182,condominium,no,no,no,no,yes,512000
apartmentBuilding,75.33,3.0,1.0,2.0,2020.0,53.41078952,14.51008892,3.65,1.0,0.44,1.329,0.652,0.93,0.62,1.745,0.631,condominium,yes,yes,no,no,no,999000
tenement,96.16,3.0,2.0,4.0,1895.0,53.42840215,14.54091576,1.44,57.0,0.037,0.532,0.212,0.224,0.146,0.204,0.158,condominium,no,no,no,no,yes,660000
tenement,65.0,2.0,1.0,3.0,1870.0,53.4339996,14.542946,1.68,72.0,0.332,0.442,0.379,0.186,0.042,0.224,0.206,condominium,yes,no,no,no,yes,565000
blockOfFlats,87.6,4.0,4.0,4.0,2010.0,53.457778,14.5825,4.08,7.0,0.088,1.201,0.882,0.755,0.247,0.608,0.13,condominium,yes,no,yes,no,no,766000
tenement,72.07,3.0,1.0,1.0,1920.0,53.4476,14.56,2.69,9.0,0.293,0.702,0.572,0.26,0.468,1.754,0.304,condominium,no,yes,no,no,yes,539000
blockOfFlats,52.14,2.0,3.0,4.0,1954.0,53.43232255,14.56468369,1.02,14.0,0.368,0.704,0.107,0.061,0.216,0.387,0.588,condominium,no,no,no,no,yes,469000
blockOfFlats,46.16,3.0,10.0,11.0,1967.0,53.43778659,14.55334042,1.68,33.0,0.224,0.314,0.159,0.203,0.095,0.815,0.193,condominium,no,no,yes,no,no,515000
blockOfFlats,46.06,2.0,1.0,4.0,1976.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,cooperative,no,yes,no,no,yes,530000
tenement,69.76,3.0,3.0,4.0,1872.0,53.48183195,14.60919681,7.24,0.0,1.215,1.621,1.464,0.98,0.996,2.945,1.752,condominium,yes,no,no,no,yes,349000
tenement,26.79,2.0,5.0,5.0,1930.0,53.4197,14.5484,0.93,15.0,0.241,0.227,0.286,0.507,0.278,1.113,0.265,condominium,yes,no,no,no,no,430000
blockOfFlats,40.0,2.0,4.0,4.0,2020.0,53.3921376,14.4861837,6.05,0.0,1.849,3.392,0.774,1.801,0.729,4.307,0.778,condominium,no,yes,yes,no,no,569000
blockOfFlats,84.8,4.0,1.0,4.0,1990.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,no,yes,no,no,yes,599000
tenement,80.49,4.0,3.0,3.0,1920.0,53.43157,14.61499,3.69,0.0,2.73,3.98,2.873,3.1,2.798,3.542,2.672,condominium,no,no,no,no,no,420000
tenement,91.03,3.0,3.0,4.0,1930.0,53.4241661,14.5415774,1.29,27.0,0.149,0.494,0.25,0.383,0.222,0.596,0.285,condominium,no,no,no,no,yes,599000
tenement,48.05,2.0,3.0,3.0,1939.0,53.4269595,14.5379065,1.58,43.0,0.216,0.68,0.168,0.385,0.143,0.459,0.036,condominium,yes,no,no,no,yes,330000
tenement,60.0,3.0,1.0,4.0,1930.0,53.4479979,14.5520446,2.8,10.0,0.328,0.777,0.615,0.324,0.113,1.468,0.148,condominium,yes,no,no,no,yes,485000
tenement,80.0,4.0,3.0,3.0,1910.0,53.4339996,14.542946,1.68,72.0,0.332,0.442,0.379,0.186,0.042,0.224,0.206,condominium,no,no,no,no,yes,420000
blockOfFlats,48.0,2.0,2.0,4.0,1974.0,53.4384751,14.5639265,1.69,17.0,0.211,0.683,0.564,0.133,0.277,1.026,0.226,cooperative,no,yes,no,no,yes,510000
apartmentBuilding,32.4,1.0,3.0,6.0,2012.0,53.4231443,14.5383887,1.5,21.0,0.062,0.5,0.097,0.606,0.051,0.581,0.111,condominium,yes,no,yes,no,no,485000
blockOfFlats,59.81,3.0,3.0,4.0,1980.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,no,yes,no,no,yes,475000
tenement,90.96,5.0,3.0,4.0,1930.0,53.42632,14.53144,1.98,20.0,0.21,0.429,0.107,0.697,0.087,0.721,0.048,condominium,no,no,no,no,yes,615000
tenement,74.9,3.0,4.0,4.0,1930.0,53.4273184,14.543117,1.26,61.0,0.216,0.379,0.26,0.401,0.11,0.233,0.071,condominium,yes,no,no,no,yes,369000
tenement,66.0,2.0,2.0,3.0,1950.0,53.4294606,14.5520172,0.9,69.0,0.252,0.297,0.341,0.149,0.049,0.565,0.137,condominium,yes,no,yes,no,yes,569000
tenement,103.0,4.0,3.0,4.0,1920.0,53.42742869,14.53226104,1.95,18.0,0.202,0.558,0.103,0.581,0.049,0.776,0.079,condominium,yes,yes,no,no,yes,798000
tenement,103.0,4.0,3.0,4.0,1900.0,53.4269595,14.5379065,1.58,43.0,0.216,0.68,0.168,0.385,0.143,0.459,0.036,condominium,yes,yes,no,no,yes,772500
blockOfFlats,51.0,2.0,2.0,4.0,1960.0,53.4133,14.5771,1.55,0.0,1.733,2.007,1.717,1.734,0.801,2.057,1.286,condominium,yes,no,no,no,yes,399000
